,Alexandre’s Bar,Amarelim do Prado,Andrade’s Beer,Arcos Bar,Armazém Santa Amélia,Avalanche Espeteria,Azougue Fogo e Bar,Baiuca,Bar Bambú,Bar Bendita Baderna,Bar da Cíntia,Bar da Fia,Bar da Lu,Bar da Silvânia,Bar do Bartolomeu,Bar do Bem,Bar do Kim,Bar do Nelson,Bar do Primo,Bar do Regis,Bar do Romeu,Bar dos Meninos,Bar Du Du,Bar e Restaurante Bom Sabor,Bar e Restaurante do Joãozinho,Bar Estabelecimento,Bar Junto Juntinho,Bar Mania Mineira,Bar Pompéu,Bar Stella,Bar Temático Sta. Teresa,Barrigudinha Buteco,Barzim dos amigos,Bazin Bar,Beco Restaurante,Benjamin Bar,Boteco 86,Botequim Buritis,Botequim de Lourdes,Buteco do Lili,Buteco do Rod,Buteco Tô D’Boa,Buteco’s Bar,Butiquim On Cê Tá?,Café Bahia,Café Palhares,Camisola Bar,Canela Amarela,Cantina Arte Quintal,Cantinho da Baiana,Casa da Madrinha,Cervejaria Pajé,Chapa Mágica,Choperia América Norte Sul,Chopp da Esquina,Companhia do Dino,Conectados Bar,COSMOS,Deck Boi na Brasa,Dona Dora,Dona Ju Gastro Bar,Dona Suica,Ember BBQ,Espetinho do Boi,Espetinhos do Paulão,Espettinho.com,Fogão de Minas,Garagge Vintage,Geraldin da Cida,Golden Grill,Iracema Bar,Ivo Grill,Já To Inno,Juzé Bar,Köbes Emporium Bar,Koqueiros Bar,Lá Ele Bar,Leo da Quadra,Locomotiva’s Bar,Magnífico Quintal,Magrelo’s Bar,Mamute Bar,Marina’s Bar,Mineiros Beer,Mulão,Nosso Spetim,O Fino do Alho,Oratório Bar,Parada 10.95 Bar,Parada do Sabor,Pé de Cana,Pé de Goiaba,Planeta Lúpulo,PoiZé Bar e Petisqueira,Prado Beer,Prosa Boa,Quinteiro Bar e Restaurante,Quioxque Botequim Carioca,Quitandas da Tia Nice Bar,Rancho do Manoel,Recanto Vovó Tela,Regis Bar,Rei do Peixe,Resenha da Naty,Restaurante Jorge Americano,S.O.S PUB,Santa Boemia,Santuário Retrô,Seu Braz,Silvio’s Bar,Sinhá Erozitha Bistrôteco,Sô Bar,Spetim,Tanganica Art Bar,The Butcher,Toca do Ogro,Toninho – Alto Forno,Tropeiro do Lisboa,Us Motoca,Xambar,Xico da Kafua,Xico do Churrasco,Zé Bolacha,Zoo Bar
Canela Amarela,14.923,1.507,3.625,5.282,16.445,17.595,4.768,4.186,10.308,12.198,19.083,18.126,19.431,11.256,13.745,8.356,6.973,13.377,7.959,7.511,18.536,10.473,9.933,6.814,9.913,4.643,2.994,2.632,16.837,17.23,6.877,11.446,6.933,12.612,4.404,8.818,8.519,6.655,2.835,12.667,8.911,18.259,17.505,18.885,4.514,4.514,10.345,0.0,9.298,11.661,2.576,12.934,18.666,13.222,7.162,14.789,2.523,10.801,13.656,5.082,25.461,18.154,5.546,10.711,4.699,6.111,14.345,14.309,1.952,11.522,4.353,4.848,8.016,18.47,7.389,8.13,13.758,9.467,11.271,16.382,12.324,5.273,3.598,12.515,9.084,18.395,18.395,5.003,11.199,14.309,4.634,7.744,16.382,4.634,2.523,14.309,7.739,10.297,8.13,15.712,19.587,3.598,18.154,9.298,3.829,12.934,7.871,3.598,17.612,6.914,8.13,12.515,9.067,6.694,6.694,11.271,3.829,19.476,11.433,3.829,10.351,12.515,13.66,14.191
Cantina Arte Quintal,11.451,8.763,9.02,15.257,8.66,14.123,12.123,11.541,4.475,16.149,15.611,11.355,15.959,13.222,18.971,11.466,12.209,14.825,8.245,9.766,15.064,4.315,15.053,7.803,15.139,11.998,7.699,9.105,14.192,13.758,8.477,3.38,10.236,9.14,10.367,4.14,4.562,15.521,9.224,9.195,1.69,9.733,10.77,15.413,10.104,10.104,16.186,9.298,0.0,15.435,9.924,11.885,15.564,12.174,9.311,15.023,7.572,14.549,5.526,9.476,22.359,15.052,12.309,14.056,9.362,15.799,11.243,8.431,8.777,17.404,9.271,9.242,5.127,11.028,11.008,11.749,10.656,15.349,15.951,8.251,3.896,10.975,8.775,3.501,1.239,11.527,11.527,10.837,3.579,8.431,11.397,9.804,8.251,11.397,7.572,8.431,11.358,13.642,11.749,15.946,19.821,8.775,15.052,0.0,8.981,11.885,11.49,8.775,11.319,11.554,11.749,3.501,15.791,7.299,7.299,15.951,8.981,16.374,10.385,8.981,7.524,3.501,7.634,6.06
Cantinho da Baiana,9.041,10.389,8.482,7.946,18.122,14.53,10.796,11.004,19.228,4.754,12.686,15.061,12.349,22.175,27.924,20.419,21.162,0.474,17.198,18.718,10.122,19.393,6.388,16.755,24.092,11.461,10.905,9.204,8.525,10.098,7.94,17.157,19.189,9.547,7.935,15.265,17.439,24.474,9.288,9.602,15.175,15.194,14.44,11.988,8.115,8.115,5.01,11.661,15.435,0.0,9.509,21.56,9.767,21.848,18.986,7.931,11.0,1.644,16.029,7.945,10.662,12.88,11.653,23.73,8.479,19.913,9.099,10.138,13.374,27.078,8.662,7.71,14.801,14.233,5.496,5.431,9.521,25.023,0.474,17.666,18.242,9.54,9.451,17.001,15.001,14.158,14.158,10.337,17.116,10.138,11.046,19.478,17.666,11.046,11.0,10.138,6.021,23.316,5.431,8.855,12.73,9.451,12.88,15.216,9.657,21.56,6.401,9.451,13.375,6.775,5.431,17.001,4.343,14.082,14.082,0.474,9.657,12.134,20.06,9.657,17.198,17.001,11.225,16.563
Casa da Madrinha,10.664,1.504,1.745,3.276,16.928,13.336,4.334,3.752,11.155,7.939,14.824,13.867,15.172,12.103,17.025,9.202,10.254,9.118,8.806,8.16,14.277,11.319,5.674,7.661,13.193,4.209,1.624,0.392,12.578,12.971,2.112,12.293,7.582,8.353,2.631,9.665,9.365,9.611,1.166,8.408,9.664,14.0,13.246,14.626,2.742,2.742,6.086,2.576,9.924,9.509,0.0,12.16,14.621,12.449,6.804,12.917,1.834,8.929,12.87,3.627,20.487,14.11,4.851,13.026,2.842,10.584,10.3,11.144,4.321,15.05,2.495,3.393,8.737,14.425,5.517,6.258,9.713,13.345,9.399,15.595,11.538,3.734,1.761,11.729,8.297,14.351,14.351,3.591,10.425,11.144,3.939,7.387,15.595,3.939,1.834,11.144,5.867,12.612,6.258,13.84,17.715,1.761,14.11,8.512,1.992,12.16,5.999,1.761,13.567,5.077,6.258,11.729,7.195,5.921,5.921,9.399,1.992,15.432,10.66,1.992,9.578,11.729,10.657,13.404
Cervejaria Pajé,17.786,12.398,13.973,16.69,17.966,20.458,21.08,21.333,5.407,18.751,21.946,20.989,22.294,1.615,11.756,4.996,5.523,21.169,7.284,6.335,21.399,5.571,16.487,6.841,9.07,20.956,10.44,11.847,20.536,20.094,13.43,5.771,6.806,15.475,14.865,7.386,7.086,12.09,13.677,15.531,11.626,21.122,20.368,21.748,15.045,15.045,16.898,12.934,11.885,21.56,12.16,0.0,22.174,0.93,5.647,21.633,13.892,21.158,16.896,17.295,28.969,21.662,22.856,10.559,16.51,12.302,17.853,17.816,15.097,10.722,16.163,17.06,8.914,21.977,19.185,19.926,17.266,7.732,22.561,19.621,8.152,18.755,16.555,13.275,11.167,21.903,21.903,18.617,6.834,17.816,14.521,6.14,19.621,14.521,13.892,17.816,19.535,10.145,19.926,22.556,26.431,16.555,21.662,9.832,16.762,0.0,19.667,16.555,21.12,19.728,19.926,13.275,20.863,7.106,7.106,22.561,16.762,22.984,1.742,16.762,7.527,13.275,17.167,17.43
Chapa Mágica,4.545,15.221,13.314,14.192,8.986,3.546,16.253,15.51,19.357,10.7,3.731,4.506,3.582,22.303,28.053,20.548,21.29,9.377,17.327,18.847,0.537,19.521,13.988,16.884,24.221,16.113,17.067,14.036,1.565,1.503,12.771,17.285,19.318,7.064,12.709,15.394,17.567,24.603,14.12,7.119,15.304,6.947,4.388,3.912,12.889,12.889,10.738,18.666,15.564,9.767,14.621,22.174,0.0,21.672,18.809,2.148,15.753,8.498,9.821,12.758,16.592,3.034,16.466,23.554,12.644,25.297,6.382,6.389,18.126,26.902,12.63,12.524,14.625,4.284,10.224,10.829,5.795,24.847,10.184,7.997,15.217,14.354,14.203,11.684,14.834,4.359,4.359,14.993,16.939,6.389,15.709,19.302,7.997,15.709,15.753,6.389,10.609,23.14,10.829,1.67,4.318,14.203,3.034,15.048,13.071,21.383,10.706,14.203,4.197,12.039,10.829,11.684,9.74,16.797,16.797,10.184,13.071,3.577,19.883,13.071,17.022,11.684,7.19,8.859
Choperia América Norte Sul,18.074,12.686,14.261,16.979,17.789,20.746,20.501,20.754,5.23,19.04,22.234,21.278,22.582,2.052,11.177,5.284,4.944,21.457,7.573,5.756,21.688,5.395,16.775,7.13,8.491,20.377,10.728,12.135,20.824,20.382,13.718,5.594,6.227,15.763,15.154,7.674,7.374,11.511,13.966,15.819,11.914,18.862,20.657,22.037,15.334,15.334,17.186,13.222,12.174,21.848,12.449,0.93,21.672,0.0,5.323,22.625,10.977,19.682,17.539,14.38,29.961,22.654,22.532,10.235,13.595,11.978,18.845,18.808,12.182,10.398,13.248,14.145,11.296,22.969,16.27,17.011,18.258,7.408,23.553,20.265,8.796,15.84,13.64,13.919,12.166,22.895,22.895,15.702,7.478,18.808,14.197,5.816,20.265,14.197,10.977,18.808,16.62,9.821,17.011,23.548,27.423,13.64,22.654,14.084,13.847,1.841,16.752,13.64,22.112,16.813,17.011,13.919,17.948,7.75,7.75,23.553,13.847,23.976,1.772,13.847,5.948,13.919,18.159,18.074
Chopp da Esquina,15.212,5.961,8.053,9.584,16.586,17.884,16.029,16.282,6.524,14.767,19.372,18.415,19.72,4.461,10.489,2.714,1.865,18.595,2.621,1.284,18.825,6.689,12.503,2.033,6.657,15.905,5.084,6.491,17.962,17.52,9.446,7.662,1.754,12.901,10.881,4.82,4.521,7.039,7.474,12.957,9.052,18.548,17.794,19.174,9.05,9.05,12.914,7.162,9.311,18.986,6.804,5.647,18.809,5.323,0.0,17.287,6.862,16.813,13.105,10.265,24.623,17.316,10.254,7.435,9.48,9.178,13.507,13.47,5.511,9.459,9.133,10.03,4.568,17.632,12.155,12.896,12.92,7.755,18.215,15.83,8.648,9.512,9.525,14.417,6.821,17.557,17.557,9.369,6.147,13.47,9.342,0.629,15.83,9.342,6.862,13.47,12.505,7.021,12.896,18.21,22.085,9.525,17.316,8.746,9.731,6.192,12.637,9.525,16.774,12.698,12.896,14.417,18.055,2.945,2.945,18.215,9.731,18.638,4.58,9.731,4.176,14.417,12.821,13.639
Companhia do Dino,4.547,13.516,11.61,12.545,8.908,4.93,14.607,14.131,18.816,8.864,5.393,5.894,5.056,21.762,27.512,20.006,20.749,7.541,16.786,18.306,2.602,18.98,10.341,16.343,23.68,14.588,14.032,12.331,1.254,2.578,11.067,16.744,18.777,7.065,11.062,14.852,17.026,24.062,12.416,7.121,14.763,6.869,5.362,4.468,11.242,11.242,8.902,14.789,15.023,7.931,12.917,21.633,2.148,22.625,17.287,0.0,13.77,7.055,10.718,10.714,15.149,4.813,14.422,22.407,11.249,24.15,5.3,6.933,16.144,25.755,11.432,10.48,13.478,5.429,8.781,9.386,6.34,23.7,8.741,8.893,16.919,12.31,12.221,12.229,13.678,5.385,5.385,13.107,15.792,6.933,13.823,18.155,8.893,13.823,13.77,6.933,9.167,21.993,9.386,1.031,7.449,12.221,4.813,13.893,12.427,20.236,9.263,12.221,4.602,10.596,9.386,12.229,8.298,15.65,15.65,8.741,12.427,5.089,18.736,12.427,15.875,12.229,7.735,9.755
Conectados Bar,12.155,1.24,3.083,4.614,14.846,14.827,5.035,4.453,8.709,9.431,16.316,15.359,16.664,9.657,16.207,6.757,9.435,10.61,6.361,7.87,15.769,8.874,7.166,5.216,12.375,4.91,0.0,1.52,14.069,14.463,3.45,9.848,6.3,9.844,3.969,7.22,6.92,7.793,2.503,9.9,7.312,15.492,14.738,16.118,4.079,4.079,7.577,2.523,7.572,11.0,1.834,13.892,15.753,10.977,6.862,13.77,0.0,10.044,12.058,4.301,23.862,16.556,5.532,11.305,3.957,8.864,12.746,12.71,2.6,13.329,3.611,4.067,6.417,16.871,6.633,7.373,12.159,11.624,10.514,14.783,11.206,4.79,2.817,10.917,7.485,16.796,16.796,4.648,8.705,12.71,4.62,5.666,14.783,4.62,0.0,12.71,6.983,10.891,7.373,14.956,18.831,2.817,16.556,7.699,3.048,10.44,7.115,2.817,16.013,6.134,7.373,10.917,8.311,4.2,4.2,10.514,3.048,17.877,8.94,3.048,7.858,10.917,12.061,12.592
COSMOS,7.871,9.528,7.622,7.085,17.235,12.696,9.671,9.339,18.342,3.894,11.517,14.174,11.18,18.362,27.037,15.462,20.275,1.254,16.311,17.832,8.952,18.506,5.527,15.869,23.205,10.6,10.044,8.344,7.355,8.929,7.079,16.27,18.302,8.66,7.074,14.378,16.552,23.587,8.428,8.716,14.289,14.307,13.553,10.819,7.254,7.254,4.15,10.801,14.549,1.644,8.929,21.158,8.498,19.682,16.813,7.055,10.044,0.0,15.39,7.306,11.051,12.24,10.725,23.091,7.84,19.274,8.46,9.499,12.735,26.439,8.023,7.071,14.162,13.593,4.857,4.792,8.882,24.384,0.497,17.027,17.603,8.901,8.812,16.362,14.362,13.519,13.519,9.698,16.476,9.499,9.962,18.839,17.027,9.962,10.361,9.499,5.382,22.677,4.792,8.215,12.09,8.812,12.24,14.577,9.018,20.92,5.762,8.812,12.736,6.136,4.792,16.362,3.704,13.442,13.442,0.497,9.018,11.495,19.42,9.018,16.559,16.362,10.585,15.924
Deck Boi na Brasa,7.764,13.121,12.231,16.07,3.813,7.555,15.334,14.752,9.456,16.961,9.513,6.508,10.021,17.58,23.329,15.824,16.567,15.638,12.604,14.124,9.513,9.296,15.866,12.161,19.498,15.209,12.058,13.396,9.804,8.758,11.688,8.361,14.594,7.099,14.587,9.121,9.543,19.879,13.481,7.24,5.506,4.886,5.923,10.538,14.767,14.767,16.999,13.656,5.526,16.029,12.87,16.896,9.821,17.539,13.105,10.718,12.058,15.39,0.0,12.155,22.721,9.295,14.987,17.801,13.026,19.544,6.642,5.711,12.522,21.149,11.949,11.92,8.872,6.76,13.687,14.427,6.055,19.094,16.313,3.982,6.281,13.653,11.453,2.108,5.654,7.258,7.258,13.515,7.628,5.711,14.075,13.549,3.982,14.075,11.317,5.711,14.037,17.387,14.427,10.698,11.253,11.453,9.295,5.131,11.66,14.436,14.169,11.453,7.051,14.233,14.427,2.108,16.153,11.044,11.044,16.313,11.66,10.464,15.942,11.66,11.269,2.108,4.914,1.791
Dona Dora,9.161,3.81,1.485,2.946,15.425,11.833,4.216,3.635,12.113,6.375,13.321,12.364,13.669,13.061,19.61,10.16,12.838,7.554,9.764,13.046,12.775,12.277,3.362,8.619,15.778,4.092,4.301,2.625,11.014,11.469,1.757,10.82,13.516,6.85,1.477,8.141,10.323,11.034,2.71,6.906,9.217,12.497,11.743,13.123,0.0,0.0,4.522,5.082,9.476,7.945,3.627,17.295,12.758,14.38,10.265,10.714,4.301,7.306,12.155,0.0,18.812,12.377,3.708,18.525,1.302,13.045,8.568,9.411,8.098,21.712,2.179,1.265,13.539,12.692,2.929,3.669,7.981,19.657,7.724,16.126,13.13,1.595,1.72,15.739,9.889,12.618,12.618,1.522,13.31,9.411,2.823,9.633,16.126,2.823,4.079,9.411,3.278,18.111,3.669,12.165,16.04,1.72,12.377,10.104,1.448,15.045,3.266,1.72,11.835,2.678,3.669,15.739,5.08,8.806,8.806,7.724,1.448,13.699,13.545,1.448,12.463,15.739,10.498,15.301
Dona Ju Gastro Bar,15.965,21.086,19.18,20.115,25.046,21.453,22.177,21.701,26.152,14.918,19.61,21.985,19.273,29.099,34.848,27.343,28.085,10.771,24.122,25.642,17.046,26.317,17.911,23.679,31.016,22.158,23.862,19.901,15.448,17.022,18.637,24.081,26.113,16.47,18.632,22.189,24.363,31.398,19.986,16.526,22.099,22.118,21.364,18.912,18.812,18.812,16.471,25.461,22.359,10.662,20.487,28.969,16.592,29.961,24.623,15.149,23.862,11.051,22.721,18.812,0.0,17.5,20.617,27.313,16.794,29.056,12.682,13.721,21.959,30.661,16.78,16.674,18.384,17.815,13.874,14.479,13.104,28.606,8.234,21.249,21.825,18.504,17.313,20.584,18.584,17.741,17.741,19.143,20.699,13.721,19.859,23.061,21.249,19.859,18.863,13.721,14.259,26.899,14.479,13.595,17.47,17.313,17.5,18.799,17.221,25.142,14.356,17.313,16.958,15.689,14.479,20.584,13.39,20.556,20.556,8.234,17.221,16.875,23.642,17.221,20.781,20.584,14.808,20.146
Dona Suica,4.034,14.709,12.803,13.68,6.326,1.62,15.742,14.999,18.845,13.812,1.489,2.709,1.837,21.792,27.541,20.036,20.779,12.489,16.815,18.336,3.36,19.01,13.477,16.373,23.709,15.602,16.556,13.524,4.179,2.534,12.26,16.774,18.806,6.552,12.197,14.882,17.056,24.091,13.609,6.608,14.793,3.973,2.591,4.99,12.377,12.377,13.85,18.154,15.052,12.88,14.11,21.662,3.034,22.654,17.316,4.813,16.556,12.24,9.295,12.377,17.5,0.0,15.711,22.799,11.889,24.541,5.627,5.633,17.371,26.147,11.875,11.768,13.869,2.586,12.969,14.114,5.04,24.092,15.216,6.321,14.462,13.598,13.448,10.929,14.078,2.661,2.661,14.238,16.184,5.633,14.954,18.547,6.321,14.954,14.998,5.633,13.319,22.385,14.114,4.432,2.55,13.448,0.0,14.293,12.316,20.628,13.451,13.448,3.481,14.517,14.114,10.929,13.026,16.042,16.042,15.216,12.316,1.809,19.128,12.316,16.267,10.929,6.435,8.814
Ember BBQ,12.869,5.04,3.534,2.98,19.133,15.541,0.867,1.991,23.565,8.028,17.029,16.072,17.377,21.67,21.492,19.755,17.452,11.262,11.851,18.08,16.483,23.73,5.497,10.706,15.33,0.0,5.532,4.727,14.722,15.177,4.497,24.703,10.49,10.558,3.598,21.861,21.562,9.81,4.941,10.614,12.049,16.205,15.451,16.831,3.708,3.708,7.297,5.546,12.309,11.653,4.851,22.856,16.466,22.532,10.254,14.422,5.532,10.725,14.987,3.708,20.617,15.711,0.0,16.12,3.895,10.641,11.792,12.636,9.953,19.308,4.074,3.857,12.224,15.917,5.844,6.65,11.205,17.253,11.07,17.935,24.282,2.002,3.549,16.182,11.784,15.843,15.843,2.713,21.781,12.636,0.789,16.397,17.935,0.789,4.91,12.636,6.194,15.707,6.65,15.512,19.387,3.549,15.602,11.998,3.277,20.956,6.129,3.549,15.059,4.923,6.65,16.182,7.803,8.998,8.998,11.07,3.277,16.924,19.343,3.277,19.809,16.182,12.905,15.744
Espetinho do Boi,19.956,12.183,14.275,17.796,21.33,22.628,16.245,16.498,11.269,24.663,24.117,23.16,24.465,9.373,4.462,7.459,5.156,23.34,10.233,5.784,23.57,11.433,23.567,9.79,0.0,16.12,11.305,12.712,22.706,22.264,15.667,12.407,6.22,17.645,22.288,9.565,9.265,7.255,13.696,17.701,13.796,23.293,22.539,23.919,18.525,18.525,24.701,10.711,14.056,23.73,13.026,10.559,23.554,10.235,7.435,22.407,11.305,23.091,17.801,18.525,27.313,22.799,16.12,0.0,14.993,6.832,19.9,19.863,8.313,3.139,14.646,15.543,12.351,24.024,17.668,18.409,19.313,2.329,24.608,22.223,15.035,16.355,13.386,18.356,13.221,23.95,23.95,17.066,12.534,19.863,15.142,7.15,22.223,15.142,12.375,19.863,18.018,1.63,18.409,24.603,28.478,13.386,23.709,15.139,13.617,9.07,18.15,13.386,23.167,18.211,18.409,18.356,24.448,9.331,9.331,24.608,13.617,25.031,7.457,13.617,10.562,18.356,19.214,20.032
Espetinhos do Paulão,9.047,3.427,0.978,2.887,15.311,11.719,4.019,3.438,11.327,6.91,13.207,12.25,13.555,12.275,18.825,9.375,12.053,8.089,8.979,10.488,12.66,11.492,3.464,7.833,14.993,3.895,3.957,2.242,11.548,11.354,0.899,12.465,9.769,6.736,1.417,9.838,9.538,16.243,2.327,6.791,9.102,12.383,11.629,13.009,1.302,1.302,3.862,4.699,9.362,8.479,2.842,16.51,12.644,13.595,9.48,11.249,3.957,7.84,13.026,1.302,16.794,11.889,3.895,14.993,0.0,13.158,8.586,10.168,6.619,17.827,0.688,1.187,8.838,12.711,3.803,4.544,7.999,15.656,7.685,14.549,11.639,2.747,0.548,12.796,8.398,12.637,12.637,2.61,11.831,10.168,3.17,10.164,14.549,3.17,3.035,10.168,4.153,15.389,4.544,12.126,16.001,0.548,12.396,8.613,0.754,13.566,4.285,0.548,11.853,4.346,4.544,12.796,5.481,7.326,7.326,7.685,0.754,13.718,12.066,0.754,10.983,12.796,9.519,12.359
Espettinho.com,21.699,7.173,13.044,12.317,23.073,24.371,10.766,11.019,13.011,18.343,25.859,24.902,26.207,11.116,10.664,9.201,6.343,19.522,11.975,7.527,25.313,13.176,14.812,10.529,6.832,10.641,8.864,10.271,24.449,24.007,13.022,14.149,6.883,19.388,12.935,11.308,11.008,0.182,9.155,19.444,15.539,25.035,24.281,25.661,13.045,13.045,15.927,6.111,15.799,19.913,10.584,12.302,25.297,11.978,9.178,24.15,8.864,19.274,19.544,13.045,29.056,24.541,10.641,6.832,13.158,0.0,20.376,20.339,6.135,10.536,15.991,10.894,12.827,24.501,20.428,21.168,19.789,8.482,25.084,22.699,15.511,10.929,9.838,18.832,13.697,24.426,24.426,11.64,13.01,20.339,9.717,7.626,22.699,9.717,7.888,20.339,20.777,6.936,21.168,25.079,28.954,9.838,24.185,15.615,10.133,12.185,20.91,9.838,23.643,13.85,21.168,18.832,24.924,9.807,9.807,25.084,10.133,25.507,10.572,10.133,11.038,18.832,19.69,20.508
Fogão de Minas,0.999,10.9,8.993,9.871,9.049,5.457,11.932,11.189,15.036,10.032,6.945,5.988,7.293,17.982,23.731,16.226,16.969,8.708,13.006,14.526,6.398,15.2,9.667,12.563,19.9,11.792,12.746,9.715,6.013,5.092,8.45,12.964,14.997,2.742,8.388,11.072,13.246,20.281,9.799,2.798,10.983,6.121,5.367,6.747,8.568,8.568,10.069,14.345,11.243,9.099,10.3,17.853,6.382,18.845,13.507,5.3,12.746,8.46,6.642,8.568,12.682,5.627,11.792,19.9,8.586,20.376,0.0,2.065,13.803,22.669,8.306,8.2,10.391,4.945,8.925,9.53,0.624,20.614,8.885,8.379,13.833,10.03,9.88,8.01,10.592,4.871,4.871,10.67,12.706,2.065,11.386,15.069,8.379,11.386,11.429,2.065,9.31,18.907,9.53,4.285,6.693,9.88,4.63,10.807,8.747,17.15,9.407,9.88,4.087,10.948,9.53,8.01,8.441,12.564,12.564,8.885,8.747,5.952,15.65,8.747,12.789,8.01,3.152,7.572
Garagge Vintage,2.791,11.743,10.575,10.714,9.055,5.463,12.776,12.033,14.999,11.07,6.951,5.994,7.299,17.946,23.695,16.19,16.933,9.747,12.969,14.489,6.405,15.164,10.511,12.526,19.863,12.636,12.71,10.558,6.019,5.099,10.033,11.266,14.96,1.713,9.232,11.036,13.21,20.245,10.643,1.706,6.437,6.127,5.373,6.753,9.411,9.411,11.108,14.309,8.431,10.138,11.144,17.816,6.389,18.808,13.47,6.933,12.71,9.499,5.711,9.411,13.721,5.633,12.636,19.863,10.168,20.339,2.065,0.0,12.901,21.677,7.405,7.299,9.399,6.903,8.499,9.24,2.191,19.622,10.746,9.085,12.849,9.128,8.978,7.332,9.608,6.828,6.828,9.768,11.714,0.0,10.484,14.077,9.085,10.484,10.528,0.0,8.849,17.915,9.24,6.242,8.65,8.978,6.587,9.823,7.846,16.158,8.981,8.978,6.045,10.047,9.24,7.332,10.585,11.572,11.572,10.746,7.846,7.909,14.658,7.846,11.797,7.332,2.474,6.894
Geraldin da Cida,14.529,2.154,5.57,7.101,16.051,17.201,10.078,6.436,9.914,11.804,18.689,17.732,19.037,10.862,12.145,7.962,5.374,12.983,7.566,6.326,18.143,10.079,9.54,6.42,8.313,9.953,2.6,4.007,16.443,16.837,6.483,11.052,5.747,12.218,7.918,8.425,8.125,6.041,4.991,12.274,8.517,17.865,17.111,18.491,8.098,8.098,9.951,1.952,8.777,13.374,4.321,15.097,18.126,12.182,5.511,16.144,2.6,12.735,12.522,8.098,21.959,17.371,9.953,8.313,6.619,6.135,13.803,12.901,0.0,10.562,5.855,5.499,7.572,18.025,8.877,9.617,13.314,8.508,12.758,15.938,11.88,6.223,4.249,12.071,8.639,17.951,17.951,6.08,10.754,13.864,6.052,6.41,15.938,6.052,2.079,13.864,9.227,9.337,9.617,17.2,21.075,4.249,17.71,8.854,4.48,12.489,9.359,4.249,17.168,7.566,9.617,12.071,10.555,6.25,6.25,12.758,4.48,19.032,10.989,4.48,9.907,12.071,13.215,13.747
Golden Grill,23.304,14.207,16.299,20.983,24.678,25.976,19.432,19.685,14.617,28.011,27.465,26.508,27.813,9.535,1.575,10.807,8.504,26.688,13.581,9.132,26.918,14.781,26.915,10.279,3.139,19.308,13.329,14.736,26.054,25.612,17.691,15.755,9.568,20.993,21.601,12.913,12.613,10.442,15.72,21.049,17.144,26.641,25.887,27.267,21.712,21.712,28.049,11.522,17.404,27.078,15.05,10.722,26.902,10.398,9.459,25.755,13.329,26.439,21.149,21.712,30.661,26.147,19.308,3.139,17.827,10.536,22.669,21.677,10.562,0.0,17.377,18.274,15.081,26.755,20.399,21.139,22.043,3.486,27.339,24.954,17.765,21.415,16.117,21.087,15.952,26.681,26.681,22.126,15.264,22.594,20.203,9.881,24.954,20.203,15.106,22.594,20.749,4.069,21.139,27.334,31.209,16.117,26.44,17.87,16.348,10.655,20.881,16.117,25.897,20.941,21.139,21.087,27.178,12.061,12.061,27.339,16.348,27.762,9.043,16.348,13.292,21.087,21.945,22.763
Iracema Bar,9.032,3.08,1.095,4.133,15.297,11.704,4.198,3.617,10.981,7.092,13.193,12.236,13.541,11.929,18.478,9.028,11.706,8.272,8.632,10.141,12.646,11.145,3.93,7.487,14.646,4.074,3.611,1.896,11.731,11.34,0.0,12.119,9.423,6.721,2.308,9.491,9.191,15.897,1.98,6.777,9.011,12.369,11.615,12.995,2.179,2.179,4.327,4.353,9.271,8.662,2.495,16.163,12.63,13.248,9.133,11.432,3.611,8.023,11.949,2.179,16.78,11.875,4.074,14.646,0.688,15.991,8.306,7.405,5.855,17.377,0.0,1.523,8.702,12.575,3.668,4.408,7.864,15.521,7.549,14.414,11.503,3.163,0.963,12.661,8.262,12.501,12.501,3.025,11.695,10.033,3.585,10.029,14.414,3.585,3.45,10.033,4.017,15.253,4.408,11.99,15.865,0.963,12.26,8.477,1.17,13.43,4.15,0.963,11.718,4.21,4.408,12.661,5.346,7.19,7.19,7.549,1.17,13.582,11.93,1.17,10.848,12.661,9.384,12.223
Ivo Grill,8.926,3.575,1.25,2.711,15.191,11.598,3.982,3.4,11.878,6.14,13.086,12.13,13.435,12.826,19.375,9.926,12.604,7.319,9.529,12.811,12.54,12.042,3.127,8.384,15.543,3.857,4.067,2.39,10.779,11.234,1.523,10.586,13.282,6.615,1.242,7.906,10.088,10.799,2.475,6.671,8.982,12.263,11.509,12.889,1.265,1.265,4.287,4.848,9.242,7.71,3.393,17.06,12.524,14.145,10.03,10.48,4.067,7.071,11.92,1.265,16.674,11.768,3.857,15.543,1.187,10.894,8.2,7.299,5.499,18.274,1.523,0.0,13.773,12.927,3.163,3.904,8.215,19.892,7.959,16.361,13.365,1.83,1.955,15.974,10.124,12.853,12.853,1.757,13.545,9.646,3.058,9.867,16.361,3.058,4.314,9.646,3.513,18.345,3.904,12.4,16.275,1.955,12.612,10.339,1.683,15.28,3.501,1.955,12.069,2.913,3.904,15.974,5.315,9.041,9.041,7.959,1.683,13.934,13.78,1.683,12.698,15.974,10.733,15.536
